no,testId,topic,distIMF,distIMM,distISE,distINE,maxSim,predicted,expected
21,1411262,Questions,0.1168640962,0.1188957487,0.1064908535,0.02144158101,0.1188957487,I-MM,I-MF
22,1412032,Favorite Class,0.1004739463,0.1445204057,0.1262219992,0.02873216876,0.1445204057,I-MM,I-MM
23,1412032,School Improvement,0.124468563,0.1532183678,0.1155592668,0.01835094032,0.1532183678,I-MM,I-MM
24,1412032,Questions,0.08695267634,0.1181879715,0.1084440252,0.02160129298,0.1181879715,I-MM,I-MM
25,1412607,Favorite Class,0.09067460605,0.07927641608,0.06565553094,0.02238228304,0.09067460605,I-MF,I-MF
26,1412607,School Improvement,0.1522664066,0.1126293335,0.09211115302,0.03054823514,0.1522664066,I-MF,I-MF
27,1412607,Questions,0.1340353003,0.1146766436,0.102201951,0.03012441315,0.1340353003,I-MF,I-MF
28,1413367,Favorite Class,0.04176783667,0.04259791512,0.06474476121,0.01190776551,0.06474476121,I-SE,I-SE
29,1413367,School Improvement,0.06810272919,0.07375222164,0.1033193528,0.01609255343,0.1033193528,I-SE,I-SE
30,1413367,Questions,0.04962513222,0.06187567442,0.08497904632,0.008329757871,0.08497904632,I-SE,I-SE
31,1413961,School Routine,0.02642532647,0.02887570262,0.06254583483,0.02008327262,0.06254583483,I-SE,I-SE
32,1413961,Project,0.08749652373,0.08764426733,0.1226779499,0.02294457977,0.1226779499,I-SE,I-SE
33,1413961,Questions,0.04928690002,0.05743163862,0.08827902601,0.01710444797,0.08827902601,I-SE,I-SE
34,1415531,Favorite Class,0.0599685517,0.0766443644,0.07971154429,0.01541211909,0.07971154429,I-SE,I-SE
35,1415531,School Improvement,0.09576499104,0.1143971352,0.1163506535,0.01993768777,0.1163506535,I-SE,I-SE
36,1415531,Questions,0.02785404384,0.04061989521,0.03770751953,0.001290702061,0.04061989521,I-MM,I-MM
37,1416460,Favorite Class,0.1338332586,0.1382850741,0.1050351437,0.02600181182,0.1382850741,I-MM,I-MF
38,1416460,School Improvement,0.09518944316,0.08871139707,0.07669188843,0.01763137305,0.09518944316,I-MF,I-MF
39,1416460,Questions,0.1043265437,0.1237456462,0.1064071945,0.02483754932,0.1237456462,I-MM,I-MF
40,1416958,Favorite Class,0.1658771138,0.1671338077,0.1124681064,0.02461482332,0.1671338077,I-MM,I-MF
41,1416958,School Improvement,0.1649871163,0.1698024157,0.1394857063,0.02908359601,0.1698024157,I-MM,I-MF
42,1416958,Questions,0.171566387,0.1692723772,0.1640387662,0.0352367002,0.171566387,I-MF,I-MF
43,1417264,Favorite Class,0.08996879617,0.1191641197,0.09256830002,0.02262941583,0.1191641197,I-MM,I-MM
44,1417264,School Improvement,0.06075050339,0.0684028956,0.07759601466,0.01264273288,0.07759601466,I-SE,I-SE
45,1417264,Questions,0.06231468607,0.06753631594,0.09172562299,0.01340147323,0.09172562299,I-SE,I-SE
46,1417290,Favorite Class,0.1641033231,0.1639029378,0.1322164353,0.02895571636,0.1641033231,I-MF,I-MF
47,1417290,School Improvement,0.1501204507,0.1428783066,0.1145605926,0.03106912244,0.1501204507,I-MF,I-MF
48,1417290,Questions,0.07669156882,0.07841139329,0.06085280591,0.01617361489,0.07841139329,I-MM,I-MM
49,1424039,Questions,0.08703202066,0.08549724422,0.06865303203,0.01784939853,0.08703202066,I-MF,I-MM
50,1424039,Favorite Class,0.09351421721,0.093396082,0.08365609744,0.08663094605,0.09351421721,I-MF,I-NE
51,1424039,School Improvement,0.1178750619,0.1010291714,0.07636622122,0.02897819888,0.1178750619,I-MF,I-MM
52,1428014,Favorite Class,0.1681257257,0.1664425684,0.112963164,0.02824182598,0.1681257257,I-MF,I-MF
53,1428014,School Improvement,0.1679791092,0.1631028725,0.1087390025,0.02474473811,0.1679791092,I-MF,I-MM
54,1428014,Questions,0.06307796126,0.07624882025,0.05363034709,0.009409854007,0.07624882025,I-MM,I-MM
55,1431861,Favorite Class,0.05273310615,0.07428156517,0.08918340545,0.01507154879,0.08918340545,I-SE,I-SE
56,1431861,School Improvement,0.06991377256,0.08734946712,0.1012246664,0.01120760123,0.1012246664,I-SE,I-SE
57,1431861,Questions,0.07132012518,0.07270167293,0.07714076458,0.01091612979,0.07714076458,I-SE,I-SE
58,1436641,Favorite Class,0.1666747904,0.1779110815,0.1149164853,0.02858718407,0.1779110815,I-MM,I-MM
59,1436641,School Improvement,0.1286726301,0.1546320746,0.126041735,0.02517299994,0.1546320746,I-MM,I-MM
60,1436641,Questions,0.05725600338,0.07485685533,0.07610951588,0.01668400675,0.07610951588,I-SE,I-MM
61,1474324,School Routine,0.1286743303,0.08833689245,0.06195237343,0.02801564743,0.1286743303,I-MF,I-MF
62,1474324,Project,0.0673686279,0.05911976328,0.05355306783,0.01558052457,0.0673686279,I-MF,I-MF
63,1474324,Questions,0.1105342477,0.09715630515,0.09486594119,0.02468786914,0.1105342477,I-MF,I-MF
64,1481843,School Routine,0.0592697217,0.05113774263,0.02813029811,0.01014690087,0.0592697217,I-MF,I-MM
65,1481843,Project,0.06760912411,0.07025788488,0.04828096928,0.01525138006,0.07025788488,I-MM,I-MM
66,1481843,Questions,0.0991719506,0.1123082921,0.09896313931,0.02880315183,0.1123082921,I-MM,I-MM
67,1489620,Favorite Class,0.1580072901,0.180702045,0.1119661525,0.02655373043,0.180702045,I-MM,I-MM
68,1489620,School Improvement,0.09707857185,0.1124560863,0.09636404189,0.02398153433,0.1124560863,I-MM,I-MM
69,1489620,Questions,0.08319253145,0.1077332006,0.141603009,0.02008357771,0.141603009,I-SE,I-SE
70,1515827,School Routine,0.1129464953,0.08632776813,0.06478458241,0.02519923502,0.1129464953,I-MF,I-MF
71,1515827,Project,0.09534931771,0.06626721866,0.05707207745,0.02252262337,0.09534931771,I-MF,I-MF
72,1515827,Questions,0.1225466574,0.1334113944,0.1350102787,0.02867059993,0.1350102787,I-SE,I-MF
73,1516344,Favorite Class,0.1325120551,0.1480656832,0.08407340165,0.01631666416,0.1480656832,I-MM,I-MM
74,1516344,School Improvement,0.1126685541,0.1110093985,0.06552965289,0.01714117746,0.1126685541,I-MF,I-MM
75,1516344,Questions,0.06546711387,0.07508174964,0.06797302315,0.01437367992,0.07508174964,I-MM,I-MM
76,1517673,Favorite Class,0.07749231316,0.1004853943,0.07669428263,0.01890577322,0.1004853943,I-MM,I-MM
77,1517673,School Improvement,0.09465913377,0.1256602345,0.08991404721,0.02198605997,0.1256602345,I-MM,I-MM
78,1517673,Questions,0.1014589098,0.1408626376,0.1398473026,0.01906356652,0.1408626376,I-MM,I-MM
79,1520696,Favorite Class,0.1057755865,0.1465427783,0.1056549566,0.02252211619,0.1465427783,I-MM,I-MM
80,1520696,School Improvement,0.1336462149,0.1589358039,0.1198349574,0.02459742701,0.1589358039,I-MM,I-MM
81,1520696,Questions,0.1175980545,0.1251126106,0.1330816014,0.03739059102,0.1330816014,I-SE,I-MF
82,1541480,Favorite Class,0.1443724994,0.1662444962,0.1270023874,0.03304804898,0.1662444962,I-MM,I-MM
83,1541480,School Improvement,0.1471628927,0.1633963016,0.1309704576,0.03243349811,0.1633963016,I-MM,I-MM
84,1541480,Questions,0.07726563619,0.07837165425,0.08619108077,0.01769899148,0.08619108077,I-SE,I-SE
85,1648714,Favorite Class,0.1140457688,0.1334988287,0.07994286019,0.01414600799,0.1334988287,I-MM,I-MM
86,1648714,School Improvement,0.07811029439,0.09322197996,0.07902774436,0.01126304084,0.09322197996,I-MM,I-MM
87,1648714,Questions,0.06206513996,0.06595733603,0.05722056009,0.005064830035,0.06595733603,I-MM,I-SE
88,1664114,Favorite Class,0.1627134561,0.1698342039,0.1090074561,0.0221069024,0.1698342039,I-MM,I-MF
89,1664114,School Improvement,0.1013852389,0.0940832115,0.06977069604,0.01568170482,0.1013852389,I-MF,I-MF
90,1664114,Questions,0.07571535933,0.08937780769,0.08417379708,0.0230415261,0.08937780769,I-MM,I-MF
91,1667891,School Routine,0.0002471940022,0.000796621845,0.003250059591,0.04010063749,0.04010063749,I-NE,I-NE
92,1667891,Project,0.0007828777666,0.001131626714,0.003114121751,0.1231725269,0.1231725269,I-NE,I-NE
93,1667891,Questions,0.0001943604502,0.0003653751215,0.001863322801,0.07252471121,0.07252471121,I-NE,I-NE
94,1675508,Favorite Class,0.1598779978,0.1512370597,0.1129509289,0.02859108458,0.1598779978,I-MF,I-MF
95,1675508,School Improvement,0.1683227796,0.1624741406,0.1365327099,0.03501786662,0.1683227796,I-MF,I-MF
96,1675508,Questions,0.1161024765,0.1059453477,0.09272767311,0.01892004858,0.1161024765,I-MF,I-MF
97,1677813,Favorite Class,0.06032268947,0.06767283485,0.06419244127,0.02081520933,0.06767283485,I-MM,I-MM
98,1677813,School Improvement,0.05057514389,0.05135064779,0.03635379467,0.01148366862,0.05135064779,I-MM,I-MM
99,1677813,Questions,0.07030934401,0.0723755274,0.07398696717,0.0162879915,0.07398696717,I-SE,I-MM
100,1698886,Favorite Class,0.1321373582,0.1206594551,0.09460118189,0.02498614216,0.1321373582,I-MF,I-MF
101,1698886,School Improvement,0.1184475306,0.08238766478,0.06683640411,0.02200448336,0.1184475306,I-MF,I-MF
102,1698886,Questions,0.1053524226,0.0786969741,0.0671744519,0.0185419187,0.1053524226,I-MF,I-MF
103,1702681,Favorite Class,0.1252561763,0.1155653559,0.0890908697,0.02455253035,0.1252561763,I-MF,I-MF
104,1702681,School Improvement,0.00249462793,0.005002915288,0.01370924652,0.2525211557,0.2525211557,I-NE,I-NE
105,1702681,Questions,0.002503387782,0.00439682969,0.01345829244,0.204153044,0.204153044,I-NE,I-NE
106,1706874,Favorite Class,0.112563465,0.08682287243,0.06711365075,0.0290865251,0.112563465,I-MF,I-MF
107,1706874,School Improvement,0.124291009,0.08939864442,0.07132596629,0.03056387823,0.124291009,I-MF,I-MF
108,1706874,Questions,0.1049194126,0.06894824433,0.05099320168,0.0182814825,0.1049194126,I-MF,I-MF
109,1738591,Favorite Class,0.1150363716,0.1367845487,0.08319536119,0.0201930426,0.1367845487,I-MM,I-MM
110,1738591,School Improvement,0.06088554506,0.05940316664,0.03519906396,0.009527923888,0.06088554506,I-MF,I-MM
111,1738591,Questions,0.07718678065,0.08600043032,0.1226126456,0.0225636761,0.1226126456,I-SE,I-SE
112,1762728,Favorite Class,0.1509637054,0.1329022088,0.09719986862,0.02923346083,0.1509637054,I-MF,I-MF
113,1762728,School Improvement,0.1480932206,0.1333517607,0.1028672914,0.03151692832,0.1480932206,I-MF,I-MF
114,1762728,Questions,0.09502781334,0.09113666548,0.06897789066,0.02557325409,0.09502781334,I-MF,I-MM
115,1763611,Favorite Class,0.1589466615,0.1263581051,0.09287877012,0.0341280631,0.1589466615,I-MF,I-MF
116,1763611,School Improvement,0.1646433118,0.1301414417,0.1126708773,0.03072099154,0.1646433118,I-MF,I-MF
117,1763611,Questions,0.129177265,0.1027592054,0.0924853437,0.02517911474,0.129177265,I-MF,I-MF
118,1786865,School Routine,0.01364164502,0.005593471344,0,0.01615562491,0.01615562491,I-NE,I-NE
119,1786865,Project,0,0,0,0,0,I-MF,I-NE
120,1786865,Questions,0.01440408865,0.01569114006,0.01249318772,0.00053256738,0.01569114006,I-MM,I-SE
121,1787122,School Routine,0.1235435135,0.09431833423,0.06566764963,0.02372645634,0.1235435135,I-MF,I-MF
122,1787122,Project,0.09344196235,0.07392865458,0.06526903207,0.01860678863,0.09344196235,I-MF,I-MF
123,1787122,Questions,0.09596246915,0.09103381289,0.0722290947,0.02744568828,0.09596246915,I-MF,I-MM
124,1790396,Favorite Class,0.1686632844,0.1439148462,0.08841939728,0.03374647461,0.1686632844,I-MF,I-MF
125,1790396,School Improvement,0.1304651607,0.08815112421,0.07034178199,0.0163270655,0.1304651607,I-MF,I-MF
126,1790396,Questions,0.07879547064,0.06358938788,0.05931766325,0.01714407617,0.07879547064,I-MF,I-MF
127,1795495,Favorite Class,0.1550651581,0.1582252356,0.09118423151,0.02145694733,0.1582252356,I-MM,I-MM
128,1795495,School Improvement,0.1226357936,0.1298908741,0.1023521237,0.02429259335,0.1298908741,I-MM,I-MM
129,1795495,Questions,0.03792603709,0.06785062584,0.07158464001,0.003504830784,0.07158464001,I-SE,I-SE
130,1829539,School Routine,0.09402283391,0.08525724365,0.09155438236,0.01763158567,0.09402283391,I-MF,I-SE
131,1829539,Project,0.05605702242,0.05288000918,0.03367854112,0.02001201895,0.05605702242,I-MF,I-MM
132,1829539,Questions,0.07788911786,0.06172049408,0.04692790368,0.1306829034,0.1306829034,I-NE,I-NE
133,1841516,School Routine,0.06086132181,0.05115229086,0.04961274523,0.01555296105,0.06086132181,I-MF,I-SE
134,1841516,Project,0.09282092195,0.09127301267,0.06092572691,0.01495692494,0.09282092195,I-MF,I-MM
135,1841516,Questions,0.09112457378,0.1048656072,0.09897218691,0.01902374509,0.1048656072,I-MM,I-MM
136,1868435,School Routine,0.0698669898,0.05232422732,0.0387671762,0.01035131968,0.0698669898,I-MF,I-MF
137,1868435,Project,0.07722194075,0.06794941608,0.04357993745,0.01134718844,0.07722194075,I-MF,I-MF
138,1868435,Questions,0.1006116797,0.1234263007,0.1397653287,0.02176900824,0.1397653287,I-SE,I-MF
139,1893822,Favorite Class,0.1600399312,0.1511079243,0.1090692163,0.02936619568,0.1600399312,I-MF,I-MF
140,1893822,School Improvement,0.1151006071,0.07958848354,0.07433025917,0.0214833464,0.1151006071,I-MF,I-MF
141,1893822,Questions,0.1256368368,0.09470080133,0.08701382672,0.02965891744,0.1256368368,I-MF,I-MF
142,1972439,Favorite Class,0.1354457723,0.1199139362,0.09097244377,0.02589436483,0.1354457723,I-MF,I-MF
143,1972439,School Improvement,0.1154287602,0.1066537375,0.09034390283,0.02266713465,0.1154287602,I-MF,I-MF
144,1972439,Questions,0.06596413098,0.04432902149,0.03307636014,0.01004268692,0.06596413098,I-MF,I-MF
145,1991786,School Routine,0.0230972072,0.02309917648,0.04385373707,0.008187618915,0.04385373707,I-SE,I-SE
146,1991786,Project,0.05505711234,0.05668633267,0.05517350111,0.01413119635,0.05668633267,I-MM,I-MM
147,1991786,Questions,0.03689163701,0.03010863938,0.02586554366,0.04987245515,0.04987245515,I-NE,I-NE
148,1998978,Questions,0.09762485757,0.06585456949,0.05479680363,0.01309434611,0.09762485757,I-MF,I-MF
149,1998978,Favorite Class,0.1898334343,0.1449959157,0.1170766341,0.03927691186,0.1898334343,I-MF,I-MF
150,1998978,School Improvement,0.14687996,0.1144374717,0.08919386409,0.02801738308,0.14687996,I-MF,I-MF
151,2004185,Favorite Class,0.1463997358,0.1461439745,0.1040507847,0.02872674462,0.1463997358,I-MF,I-MF
152,2004185,School Improvement,0.1344288191,0.1101806335,0.1006005253,0.02439981628,0.1344288191,I-MF,I-MF
153,2004185,Questions,0.1534133108,0.1265931968,0.1051053672,0.03442217015,0.1534133108,I-MF,I-MF
154,2008249,Favorite Class,0.1142897736,0.09814410339,0.07304463442,0.02548545502,0.1142897736,I-MF,I-MF
155,2008249,School Improvement,0.13817813,0.104286132,0.08206695564,0.02358688926,0.13817813,I-MF,I-MF
156,2008249,Questions,0.1532073766,0.1232212497,0.1017978069,0.03031240594,0.1532073766,I-MF,I-MF
157,1287436,Favorite Class,0.1046344554,0.1061067343,0.07002991035,0.01593867371,0.1061067343,I-MM,I-MM
158,1287436,School Improvement,0.08776174847,0.06810621922,0.08671488797,0.01339244454,0.08776174847,I-MF,I-SE
159,1287436,Questions,0.09477269927,0.0945532288,0.08393711608,0.01833359474,0.09477269927,I-MF,I-MM
160,1400686,Questions,0.08200736942,0.09619355622,0.08300337007,0.01411624124,0.09619355622,I-MM,I-MM
161,1400686,Favorite Class,0.1036679134,0.1111422526,0.07639138962,0.03047812826,0.1111422526,I-MM,I-MF
162,1400686,School Improvement,0.09689121314,0.08829501698,0.07340715917,0.02061583309,0.09689121314,I-MF,I-MF
163,1400762,Favorite Class,0.08774247291,0.06076936506,0.04381125581,0.01494239716,0.08774247291,I-MF,I-MF
164,1400762,School Improvement,0.1262186599,0.09608768955,0.08117302512,0.02386114264,0.1262186599,I-MF,I-MF
165,1400762,Questions,0.1059307692,0.08166205174,0.06656411734,0.01696401477,0.1059307692,I-MF,I-MF
166,1407401,Favorite Class,0.1247422955,0.1377692844,0.08275829427,0.02138467076,0.1377692844,I-MM,I-MF
167,1407401,School Improvement,0.1125096003,0.1328442441,0.09712414381,0.02655292281,0.1328442441,I-MM,I-MM
168,1407401,Questions,0.06575313283,0.07448272536,0.05923546612,0.006403773174,0.07448272536,I-MM,I-MM
169,1407657,Favorite Class,0.09048202278,0.1215745965,0.09124566196,0.0187018925,0.1215745965,I-MM,I-MM
170,1407657,School Improvement,0.1049635198,0.1199971391,0.08991349092,0.02189454087,0.1199971391,I-MM,I-MM
171,1407657,Questions,0.0617762471,0.08546727686,0.07282614443,0.0102500865,0.08546727686,I-MM,I-MM
172,1411318,Favorite Class,0.2473177802,0.2497977428,0.1660642443,0.0427353158,0.2497977428,I-MM,I-MF
173,1411318,School Improvement,0.2220019314,0.1989411533,0.1709885664,0.03802347312,0.2220019314,I-MF,I-MF
174,1411318,Questions,0.09334324639,0.1111108863,0.1030802367,0.02374734295,0.1111108863,I-MM,I-MF
175,1413073,Favorite Class,0.1421396162,0.1195909336,0.09701499919,0.03365418088,0.1421396162,I-MF,I-MF
176,1413073,School Improvement,0.2039112722,0.154915961,0.1252940967,0.03925704502,0.2039112722,I-MF,I-MF
177,1413073,Questions,0.1136818832,0.08140161832,0.06858624066,0.02311846373,0.1136818832,I-MF,I-MF
178,1413085,Favorite Class,0.1592846267,0.1815081718,0.121443644,0.02810486825,0.1815081718,I-MM,I-MM
179,1413085,School Improvement,0.1136221384,0.1271574424,0.102082075,0.02582223278,0.1271574424,I-MM,I-MM
180,1413085,Questions,0.06835792201,0.09831787368,0.1063413396,0.02030148148,0.1063413396,I-SE,I-MM
181,1413788,Favorite Class,0.04360963602,0.05214528945,0.07937010407,0.02207665999,0.07937010407,I-SE,I-SE
182,1413788,School Improvement,0.04106424467,0.04617234163,0.08345073,0.0257428364,0.08345073,I-SE,I-SE
183,1413788,Questions,0.01241223612,0.0173811297,0.04645112364,0.02447738217,0.04645112364,I-SE,I-SE
184,1415643,Favorite Class,0.1903430872,0.1665619125,0.1164093353,0.03114457569,0.1903430872,I-MF,I-MF
185,1415643,School Improvement,0.1435841276,0.120232104,0.08927294426,0.02164348154,0.1435841276,I-MF,I-MF
186,1415643,Questions,0.1259441523,0.094680945,0.0896868281,0.02881144129,0.1259441523,I-MF,I-MF
187,1416423,Favorite Class,0.128334723,0.09315888817,0.06137383236,0.0207207517,0.128334723,I-MF,I-MF
188,1416423,School Improvement,0.1797667258,0.1259903975,0.08680118289,0.02766718062,0.1797667258,I-MF,I-MF
189,1416423,Questions,0.1274282134,0.1049032861,0.08749775355,0.02597118598,0.1274282134,I-MF,I-MF
190,1417136,Favorite Class,0.1033343178,0.1081397762,0.0818239392,0.0239540634,0.1081397762,I-MM,I-MF
191,1417136,School Improvement,0.07887537303,0.08097368672,0.1019155818,0.02423090624,0.1019155818,I-SE,I-SE
192,1417136,Questions,0.06946356513,0.08680660645,0.07141697104,0.01202707907,0.08680660645,I-MM,I-MM
193,1417419,Favorite Class,0.1380732558,0.1416554923,0.110352307,0.02727059792,0.1416554923,I-MM,I-MF
194,1417419,School Improvement,0.1597778528,0.1438851725,0.1194151252,0.03014684422,0.1597778528,I-MF,I-MF
195,1417419,Questions,0.1027623007,0.0869970902,0.08935679919,0.01756038164,0.1027623007,I-MF,I-MF
196,1436698,Favorite Class,0.1634853271,0.1664096241,0.1082531095,0.0255549464,0.1664096241,I-MM,I-MF
197,1436698,School Improvement,0.1290855335,0.09998081469,0.06546542112,0.01856878231,0.1290855335,I-MF,I-MF
198,1436698,Questions,0.09892968685,0.09745976579,0.08411355351,0.01620281432,0.09892968685,I-MF,I-MF
199,1460055,Favorite Class,0.1678425365,0.1894635793,0.1428450847,0.02630811117,0.1894635793,I-MM,I-MF
200,1460055,School Improvement,0.1211204291,0.1118537098,0.08955720848,0.02184783314,0.1211204291,I-MF,I-MF
201,1460055,Questions,0.06904669844,0.09532357674,0.07895353769,0.00932934557,0.09532357674,I-MM,I-MM
202,1474424,School Routine,0.08557396667,0.06395633303,0.05291820455,0.01988639759,0.08557396667,I-MF,I-MF
203,1474424,Project,0.107371376,0.08534877557,0.0689653805,0.02075673722,0.107371376,I-MF,I-MF
204,1474424,Questions,0.0998638325,0.1132780139,0.1077200654,0.01384387394,0.1132780139,I-MM,I-MF
205,1481615,Favorite Class,0.142726516,0.1715918381,0.1170798135,0.01849425756,0.1715918381,I-MM,I-MM
206,1481615,School Improvement,0.1259173184,0.1384868197,0.1045258227,0.02084170972,0.1384868197,I-MM,I-MM
207,1481615,Questions,0.07696288117,0.1070788117,0.09927514429,0.01554948565,0.1070788117,I-MM,I-MM
208,1481691,Favorite Class,0.07595708293,0.07348364766,0.06867181555,0.01407050068,0.07595708293,I-MF,I-SE
209,1481691,School Improvement,0.06512765728,0.07965133222,0.08815828044,0.009287129532,0.08815828044,I-SE,I-SE
210,1481691,Questions,0.01916411959,0.02964397116,0.03877907759,0.001574647786,0.03877907759,I-SE,I-SE
211,1489031,Favorite Class,0.1153432807,0.1040144427,0.07473840363,0.03318990015,0.1153432807,I-MF,I-MF
212,1489031,School Improvement,0.09399688694,0.06521784936,0.04265683773,0.01007246939,0.09399688694,I-MF,I-MF
213,1489031,Questions,0.1006898537,0.09031149538,0.09132714958,0.0314631945,0.1006898537,I-MF,I-MF
214,1489788,Favorite Class,0.07151681414,0.07273717524,0.1048001201,0.01716639235,0.1048001201,I-SE,I-SE
215,1489788,School Improvement,0.1020448171,0.1111206522,0.1322224447,0.02632353488,0.1322224447,I-SE,I-SE
216,1489788,Questions,0.0830142144,0.09245184906,0.1353112048,0.02003863952,0.1353112048,I-SE,I-SE
217,1492551,School Routine,0.1055908286,0.07692326016,0.04899649472,0.01887916171,0.1055908286,I-MF,I-MF
218,1492551,Project,0.03155342828,0.03349516719,0.01614762978,0.006730214392,0.03349516719,I-MM,I-MM
219,1492551,Questions,0.05726211877,0.05985847542,0.05744698584,0.01238103546,0.05985847542,I-MM,I-MF
220,1501736,Favorite Class,0.1778906306,0.1448417687,0.09856756007,0.02615432999,0.1778906306,I-MF,I-MF
221,1501736,School Improvement,0.1592614945,0.1179372518,0.09114118847,0.02528149274,0.1592614945,I-MF,I-MF
222,1501736,Questions,0.1450852902,0.116958377,0.09572698011,0.02214656684,0.1450852902,I-MF,I-MF
223,1506632,School Routine,0.05902282236,0.05386347186,0.02574878127,0.01770856122,0.05902282236,I-MF,I-MM
224,1506632,Project,0.06744483144,0.06159471609,0.04174931388,0.01502230039,0.06744483144,I-MF,I-MM
225,1506632,Questions,0.07326512529,0.08710198891,0.07389324503,0.01281908107,0.08710198891,I-MM,I-MM
226,1520005,School Improvement,0.1647857127,0.1521609659,0.1210035261,0.03070828859,0.1647857127,I-MF,I-MM
227,1520005,Questions,0,0,0,0.2147466881,0.2147466881,I-NE,I-NE
228,1520005,Favorite Class,0.1001014248,0.1145655211,0.08645765694,0.01962587275,0.1145655211,I-MM,I-MM
229,1526424,Favorite Class,0.1255855862,0.1499296342,0.1019765016,0.01976443033,0.1499296342,I-MM,I-MM
230,1526424,School Improvement,0.1065088271,0.110568456,0.07729601463,0.01801813717,0.110568456,I-MM,I-MM
231,1526424,Questions,0.07390052763,0.09139798383,0.06497868154,0.009536095924,0.09139798383,I-MM,I-MM
232,1532134,Favorite Class,0.08821202011,0.1308783221,0.09144164085,0.01624437613,0.1308783221,I-MM,I-MM
233,1532134,School Improvement,0.1325238571,0.1545608501,0.1302096092,0.02711255592,0.1545608501,I-MM,I-MM
234,1532134,Questions,0.06915582145,0.0769920259,0.07582124196,0.0171043822,0.0769920259,I-MM,I-MM
235,1547647,Favorite Class,0.08238940671,0.0944755275,0.06453766976,0.01446925427,0.0944755275,I-MM,I-MM
236,1547647,School Improvement,0.1794257061,0.1489617918,0.122094014,0.03157526723,0.1794257061,I-MF,I-MF
237,1547647,Questions,0.1189705316,0.09954173745,0.0920067593,0.02291144338,0.1189705316,I-MF,I-MF
238,1554843,Favorite Class,0.09774687073,0.1386790056,0.09707301202,0.01556292639,0.1386790056,I-MM,I-MM
239,1554843,School Improvement,0.07134649496,0.07322659699,0.04375028617,0.01063499751,0.07322659699,I-MM,I-MM
240,1554843,Questions,0.09554768228,0.1271255636,0.1090665047,0.0232899615,0.1271255636,I-MM,I-MM
241,1565304,Favorite Class,0.1348171375,0.1527033224,0.09887415591,0.02249414767,0.1527033224,I-MM,I-MM
242,1565304,School Improvement,0.08513701297,0.08800856977,0.05576932726,0.0104242133,0.08800856977,I-MM,I-MM
243,1565304,Questions,0.0948197944,0.1038402882,0.08014004245,0.02345280213,0.1038402882,I-MM,I-MM
244,1569161,Favorite Class,0.1090379814,0.135234566,0.08801788586,0.01980662132,0.135234566,I-MM,I-MM
245,1569161,School Improvement,0.1203301934,0.1350033234,0.1112239293,0.02261444263,0.1350033234,I-MM,I-MM
246,1569161,Questions,0.1069306158,0.1253936868,0.1092073563,0.02048168917,0.1253936868,I-MM,I-MM
247,1626560,Favorite Class,0.1302342655,0.1200750007,0.08925924574,0.02552858495,0.1302342655,I-MF,I-MF
248,1626560,School Improvement,0.1431630255,0.1018219502,0.08346862944,0.03011130352,0.1431630255,I-MF,I-MF
